,8,16,32,64
0.5,769.5376090929755,735.5790435394666,1148.7072783642807,1141.698638705577
0.7,798.6613297868795,775.5387688375308,1416.159682603334,1485.939481283449
1.5,550.3818545972705,747.3651085727158,2395.0275294657376,1908.710247891286
2.0,492.1911000152075,722.418888428131,2589.1464233651195,1268.3266791216406
3.0,289.0003617891881,794.4674304983292,2820.623686567613,1111.6881197035418
4.0,240.28967403594598,719.8682615600829,2953.4727343581076,1152.117153204326
6.0,122.93523629369078,483.9401082094822,3120.244096769377,343.95221014175206
10.0,0.984536889338826,275.29970865585517,3051.9283226830726,34.33108777651025
