,8,16,32,64
0.5,1087.9020934545056,1354.4961486646584,1958.2127442028982,1964.418729587712
0.7,1191.8318672760354,1466.172273457515,1888.9471842640153,2313.2342840865513
1.5,806.9892771078522,820.9573785146592,1563.2964188293363,2037.9178916003655
2.0,573.4689866266374,639.1549522931011,1558.9606230701518,1593.6781123616458
4.0,269.0628986140014,501.6963795177859,736.627741385401,671.4047347635445
6.0,91.13586613208179,348.35070712590294,312.98170555433154,491.72337117144446
